SAT.V,SAT.Q,SAT.C,School,GPA,Status,Gender
420,430,850,BUSINESS,2.6363,G,F
660,660,1320,NATURAL SCIENCE,2.6642,G,M
510,510,1020,BUSINESS,2.584,G,F
610,630,1240,LIBERAL ARTS,3.0729,G,M
580,660,1240,LIBERAL ARTS,3.3333,G,M
550,650,1200,ENGINEERING,2.6803,G,F
560,550,1110,LIBERAL ARTS,2.4552,G,F
610,720,1330,LIBERAL ARTS,2.6228,G,F
630,660,1290,LIBERAL ARTS,3.2075,G,M
630,670,1300,ENGINEERING,2.6488,G,M
560,640,1200,LIBERAL ARTS,2.7666,G,M
480,700,1180,NURSING,3.8035,G,M
530,680,1210,BUSINESS,3.826,G,M
520,660,1180,NATURAL SCIENCE,3.1165,G,M
630,610,1240,ENGINEERING,3.6393,G,F
530,620,1150,NATURAL SCIENCE,3.3627,G,F
740,650,1390,LIBERAL ARTS,3.6168,G,F
650,570,1220,LIBERAL ARTS,2.2682,G,F
530,590,1120,NATURAL SCIENCE,2.546,G,F
620,610,1230,LIBERAL ARTS,2.7592,G,M
440,670,1110,ENGINEERING,2.8016,G,M
530,580,1110,BUSINESS,3.4418,G,M
660,650,1310,LIBERAL ARTS,2.3862,G,F
500,610,1110,LIBERAL ARTS,3.5048,G,F
590,610,1200,LIBERAL ARTS,3.7375,G,M
570,690,1260,NATURAL SCIENCE,3.6826,G,M
610,550,1160,LIBERAL ARTS,3.2366,G,F
580,580,1160,BUSINESS,3.2173,G,M
500,550,1050,EDUCATION,3.8455,G,M
650,600,1250,COMMUNICATIONS,2.8492,G,F
470,590,1060,BUSINESS,3.344,G,F
580,730,1310,BUSINESS,3.9732,G,F
530,510,1040,LIBERAL ARTS,3.2605,G,F
530,610,1140,BUSINESS,3.0693,G,M
690,570,1260,LIBERAL ARTS,3.6115,G,F
390,500,890,BUSINESS,2.7115,G,M
700,680,1380,ENGINEERING,3.2695,G,F
410,490,900,BUSINESS,2.9075,G,M
520,620,1140,LIBERAL ARTS,3.7786,G,F
550,670,1220,LIBERAL ARTS,2.0079,G,F
690,700,1390,NATURAL SCIENCE,3.4822,G,M
470,470,940,LIBERAL ARTS,3.3584,G,M
540,680,1220,LIBERAL ARTS,2.5185,G,F
480,560,1040,LIBERAL ARTS,3.8543,G,M
590,630,1220,LIBERAL ARTS,3.2702,G,M
600,580,1180,NATURAL SCIENCE,3.5035,G,F
760,710,1470,LIBERAL ARTS,3.9795,G,M
650,610,1260,NATURAL SCIENCE,3.438,G,M
610,590,1200,LIBERAL ARTS,3.215,G,M
600,610,1210,NATURAL SCIENCE,3.0777,G,F
710,640,1350,BUSINESS,3.303,G,M
660,600,1260,LIBERAL ARTS,3.1428,G,F
680,670,1350,NATURAL SCIENCE,4,G,F
630,740,1370,ENGINEERING,3.225,G,M
560,690,1250,ENGINEERING,3.2394,G,F
500,600,1100,NATURAL SCIENCE,2.5437,G,M
670,800,1470,ENGINEERING,4,G,F
700,700,1400,LIBERAL ARTS,3.5923,G,F
560,660,1220,NATURAL SCIENCE,2.5912,G,F
530,680,1210,NATURAL SCIENCE,2.4122,G,M
500,690,1190,BUSINESS,3.0277,G,F
660,630,1290,BUSINESS,2.8969,G,F
590,510,1100,NATURAL SCIENCE,3.4062,G,M
460,460,920,FINE ARTS,3.1078,G,M
730,790,1520,LIBERAL ARTS,3.9774,G,M
690,650,1340,LIBERAL ARTS,2.5479,G,F
570,770,1340,BUSINESS,3.8,G,F
630,590,1220,NATURAL SCIENCE,2.788,G,M
520,550,1070,LIBERAL ARTS,3.9117,G,F
540,640,1180,NURSING,3.2131,G,F
630,650,1280,ENGINEERING,3.3043,G,M
510,710,1220,ENGINEERING,3.7345,G,F
670,690,1360,FINE ARTS,3.8863,G,M
600,680,1280,BUSINESS,3.8762,G,F
630,640,1270,LIBERAL ARTS,3.2727,G,M
610,510,1120,NATURAL SCIENCE,2.4812,G,F
490,480,970,EDUCATION,2.089,G,F
660,620,1280,ENGINEERING,2.8508,G,F
590,630,1220,LIBERAL ARTS,3.3937,G,M
630,580,1210,EDUCATION,3.7216,G,M
550,490,1040,LIBERAL ARTS,3.5471,G,F
570,600,1170,COMMUNICATIONS,3.3644,G,M
420,490,910,LIBERAL ARTS,2.7874,G,F
560,530,1090,LIBERAL ARTS,3.0769,G,M
700,630,1330,LIBERAL ARTS,2.9259,G,F
750,690,1440,NATURAL SCIENCE,3.653,G,F
720,760,1480,LIBERAL ARTS,3.6115,G,M
680,670,1350,NATURAL SCIENCE,3.4882,G,F
660,640,1300,LIBERAL ARTS,2.2936,G,M
480,570,1050,LIBERAL ARTS,3.0979,G,M
520,520,1040,NATURAL SCIENCE,3.5984,G,F
620,700,1320,LIBERAL ARTS,3.8548,G,F
520,470,990,LIBERAL ARTS,2.264,G,F
700,510,1210,LIBERAL ARTS,3.46,G,M
540,520,1060,NATURAL SCIENCE,3.5321,G,F
590,800,1390,ENGINEERING,3.8604,G,M
580,570,1150,LIBERAL ARTS,3.9734,G,F
600,760,1360,BUSINESS,3.3333,G,F
540,580,1120,ENGINEERING,2.6304,G,F
710,660,1370,BUSINESS,3.7358,G,F
510,610,1120,NATURAL SCIENCE,4,G,F
630,540,1170,FINE ARTS,2.7786,G,M
560,610,1170,NATURAL SCIENCE,2.5128,G,M
690,660,1350,ENGINEERING,3.1623,G,F
560,540,1100,NATURAL SCIENCE,3.0232,G,F
580,540,1120,COMMUNICATIONS,3.85,G,M
660,630,1290,COMMUNICATIONS,3.6386,G,M
470,550,1020,LIBERAL ARTS,2.3684,G,F
600,650,1250,ARCHITECTURE,2.8514,G,F
700,600,1300,BUSINESS,3.8137,G,M
700,690,1390,BUSINESS,3.192,G,F
490,530,1020,ENGINEERING,2.7016,G,F
590,640,1230,LIBERAL ARTS,3.3944,G,F
470,430,900,COMMUNICATIONS,3.1477,G,M
610,610,1220,LIBERAL ARTS,2.319,G,F
510,620,1130,FINE ARTS,3.7372,G,F
700,740,1440,ENGINEERING,3.2781,G,F
460,380,840,BUSINESS,2.6896,G,F
500,480,980,LIBERAL ARTS,3.1603,G,F
720,760,1480,ARCHITECTURE,3.6623,G,F
680,680,1360,LIBERAL ARTS,3.4631,G,M
480,570,1050,LIBERAL ARTS,2.8974,G,F
530,590,1120,LIBERAL ARTS,2.5639,G,F
560,640,1200,BUSINESS,2.7524,G,F
620,590,1210,FINE ARTS,3.6129,G,M
600,520,1120,EDUCATION,2.2952,G,F
710,670,1380,LIBERAL ARTS,3.8762,G,M
660,660,1320,COMMUNICATIONS,3.1875,G,F
510,550,1060,BUSINESS,2.8037,G,F
580,650,1230,ENGINEERING,3.155,G,F
690,680,1370,ENGINEERING,3.3333,G,F
480,470,950,LIBERAL ARTS,2.7443,G,M
690,650,1340,FINE ARTS,2.6258,G,F
600,710,1310,BUSINESS,3.6082,G,F
540,560,1100,LIBERAL ARTS,2.9255,G,F
680,680,1360,NATURAL SCIENCE,4,G,F
690,800,1490,BUSINESS,2.6754,G,M
710,730,1440,ENGINEERING,3.6641,G,F
600,560,1160,LIBERAL ARTS,3.093,G,M
630,570,1200,LIBERAL ARTS,3.1481,G,M
620,610,1230,LIBERAL ARTS,2.6713,G,M
570,540,1110,LIBERAL ARTS,2.5263,G,M
680,720,1400,ENGINEERING,2.6384,G,F
530,580,1110,LIBERAL ARTS,2.5253,G,F
710,690,1400,BUSINESS,3.9166,G,M
690,720,1410,COMMUNICATIONS,3.3739,G,F
530,720,1250,ENGINEERING,3.2368,G,F
670,590,1260,LIBERAL ARTS,3.7669,G,F
660,520,1180,LIBERAL ARTS,2.2653,G,F
550,590,1140,NATURAL SCIENCE,3.5765,G,M
670,630,1300,LIBERAL ARTS,2.6721,G,M
640,700,1340,NATURAL SCIENCE,3.5471,G,F
600,560,1160,BUSINESS,2.7415,G,F
480,510,990,BUSINESS,3.5785,G,F
670,630,1300,ENGINEERING,2.4645,G,F
580,490,1070,LIBERAL ARTS,3.125,G,F
800,800,1600,LIBERAL ARTS,3.9358,G,M
640,650,1290,BUSINESS,3.7169,G,M
570,580,1150,LIBERAL ARTS,3.2941,G,M
490,590,1080,NATURAL SCIENCE,2.8545,G,F
600,630,1230,NATURAL SCIENCE,2.9652,G,M
700,800,1500,BUSINESS,3.9784,G,F
570,490,1060,EDUCATION,3.0434,G,M
440,420,860,EDUCATION,3.4793,G,M
610,600,1210,NATURAL SCIENCE,2.9509,G,M
750,750,1500,BUSINESS,3.8807,G,F
600,600,1200,FINE ARTS,3.3773,G,F
620,790,1410,NATURAL SCIENCE,3.9248,G,M
580,660,1240,ENGINEERING,3.3442,G,F
630,580,1210,NATURAL SCIENCE,2.5476,G,M
540,560,1100,NATURAL SCIENCE,3.3908,G,M
630,710,1340,LIBERAL ARTS,3.3225,G,M
490,600,1090,LIBERAL ARTS,2.6636,G,M
550,550,1100,NATURAL SCIENCE,3.0813,G,F
620,610,1230,COMMUNICATIONS,3.617,G,F
790,600,1390,ENGINEERING,2.8992,G,F
630,660,1290,FINE ARTS,3.5142,G,M
550,500,1050,BUSINESS,3.387,G,F
520,680,1200,NATURAL SCIENCE,3.0827,G,F
570,550,1120,BUSINESS,2.5,G,F
600,610,1210,NATURAL SCIENCE,2.0317,G,M
630,670,1300,ENGINEERING,3.6461,G,M
730,730,1460,LIBERAL ARTS,3.9727,G,M
630,640,1270,LIBERAL ARTS,3.155,G,F
640,620,1260,BUSINESS,2.258,G,M
580,630,1210,ENGINEERING,3.307,G,M
620,560,1180,NATURAL SCIENCE,3.2148,G,F
710,710,1420,LIBERAL ARTS,2.2857,G,M
620,700,1320,NATURAL SCIENCE,2.0327,G,M
660,680,1340,LIBERAL ARTS,3.8369,G,M
590,600,1190,LIBERAL ARTS,2.9117,G,M
650,640,1290,LIBERAL ARTS,2.5966,G,F
560,520,1080,BUSINESS,2.64,G,F
390,480,870,LIBERAL ARTS,3.0824,G,F
630,800,1430,BUSINESS,3.7352,G,F
510,700,1210,BUSINESS,3.1428,G,M
570,530,1100,COMMUNICATIONS,2.734,G,F
490,490,980,LIBERAL ARTS,2.4964,G,M
550,600,1150,BUSINESS,3.0404,G,M
570,680,1250,ENGINEERING,2.3412,G,M
800,610,1410,LIBERAL ARTS,3.1588,G,F
620,710,1330,ARCHITECTURE,3.4771,G,F
680,640,1320,LIBERAL ARTS,3.5098,G,M
570,720,1290,ENGINEERING,3.11,G,M
520,680,1200,LIBERAL ARTS,3.2376,G,M
570,700,1270,ENGINEERING,2.8695,G,F
560,570,1130,NATURAL SCIENCE,2.726,G,M
660,690,1350,LIBERAL ARTS,3.2346,G,M
480,520,1000,NATURAL SCIENCE,2.8275,G,F
480,500,980,BUSINESS,3.4444,G,F
800,690,1490,ENGINEERING,3.653,G,M
590,660,1250,NURSING,3.307,G,F
580,600,1180,NATURAL SCIENCE,3.1631,G,M
530,650,1180,LIBERAL ARTS,3.02,G,M
410,530,940,BUSINESS,2.5508,G,F
560,610,1170,LIBERAL ARTS,2.7619,G,M
770,760,1530,ENGINEERING,3.3956,G,M
450,450,900,BUSINESS,2.5327,G,F
510,590,1100,NURSING,3.1864,G,F
600,640,1240,NATURAL SCIENCE,3.1862,G,F
540,610,1150,NATURAL SCIENCE,3.5981,G,F
490,530,1020,BUSINESS,3.3402,G,M
380,530,910,NATURAL SCIENCE,2.6528,G,F
580,630,1210,LIBERAL ARTS,3.4956,G,M
570,590,1160,LIBERAL ARTS,3.0631,G,F
510,550,1060,ENGINEERING,2.1304,G,M
680,740,1420,NATURAL SCIENCE,3.3195,G,M
580,570,1150,LIBERAL ARTS,3.9508,G,F
520,520,1040,FINE ARTS,3.3902,G,M
590,550,1140,LIBERAL ARTS,3.3203,G,M
600,730,1330,LIBERAL ARTS,3.7961,G,F
650,700,1350,NATURAL SCIENCE,2.0975,G,M
600,610,1210,COMMUNICATIONS,3.1844,G,F
530,480,1010,EDUCATION,3.0719,G,M
610,580,1190,NATURAL SCIENCE,2.3464,G,M
470,580,1050,ENGINEERING,3.7338,G,F
580,690,1270,BUSINESS,3.8404,G,M
540,600,1140,BUSINESS,3.268,G,F
730,550,1280,LIBERAL ARTS,3.4609,G,F
600,600,1200,NATURAL SCIENCE,3.6842,G,M
620,690,1310,NATURAL SCIENCE,2.937,G,F
580,680,1260,COMMUNICATIONS,3.7029,G,F
530,520,1050,NATURAL SCIENCE,3.2826,G,M
710,540,1250,NATURAL SCIENCE,3.1487,G,F
570,700,1270,NATURAL SCIENCE,3.324,G,M
500,490,990,LIBERAL ARTS,2.65,G,M
570,700,1270,NATURAL SCIENCE,3.647,G,F
560,650,1210,NATURAL SCIENCE,3.1709,G,M
650,590,1240,LIBERAL ARTS,3.8314,G,M
600,660,1260,LIBERAL ARTS,3.3333,G,F
550,550,1100,NATURAL SCIENCE,2.9515,G,M
610,500,1110,ENGINEERING,2.6969,G,M
500,600,1100,LIBERAL ARTS,2.4482,G,F
730,700,1430,LIBERAL ARTS,3.809,G,M
570,590,1160,COMMUNICATIONS,2.7227,G,M
760,800,1560,LIBERAL ARTS,3.982,G,M
600,660,1260,COMMUNICATIONS,3.7656,G,M
530,580,1110,EDUCATION,3.4803,G,M
700,570,1270,NATURAL SCIENCE,2.448,G,M
650,650,1300,BUSINESS,3.6868,G,M
540,590,1130,NATURAL SCIENCE,3.2809,G,F
670,790,1460,NATURAL SCIENCE,3.8029,G,F
720,650,1370,NATURAL SCIENCE,3.8521,G,M
520,500,1020,LIBERAL ARTS,2.4814,G,M
610,530,1140,LIBERAL ARTS,2.6272,G,M
570,580,1150,NATURAL SCIENCE,3.3615,G,F
530,600,1130,LIBERAL ARTS,3.6129,G,M
610,570,1180,COMMUNICATIONS,2.8426,G,F
640,610,1250,BUSINESS,3.6,G,F
570,640,1210,ENGINEERING,2.2733,G,M
570,540,1110,ENGINEERING,3.438,G,F
640,580,1220,BUSINESS,2.9166,G,M
440,460,900,LIBERAL ARTS,2.6299,G,F
590,660,1250,EDUCATION,2.8661,G,M
690,610,1300,BUSINESS,3.5217,G,M
720,620,1340,LIBERAL ARTS,3.7938,G,M
530,630,1160,NATURAL SCIENCE,2.7744,G,M
650,700,1350,ENGINEERING,3.7536,G,F
560,640,1200,LIBERAL ARTS,2.1162,G,F
650,640,1290,LIBERAL ARTS,2.5905,G,F
610,680,1290,LIBERAL ARTS,3.8144,G,M
560,660,1220,ENGINEERING,3.6511,G,F
570,550,1120,COMMUNICATIONS,3.7021,G,F
760,650,1410,LIBERAL ARTS,3.822,G,F
640,490,1130,BUSINESS,3.0204,G,F
500,640,1140,NATURAL SCIENCE,3.472,G,F
610,790,1400,NATURAL SCIENCE,3.939,G,M
450,570,1020,ENGINEERING,2.82,G,M
550,500,1050,NATURAL SCIENCE,3.6851,G,M
580,490,1070,LIBERAL ARTS,2.8582,G,M
580,550,1130,NATURAL SCIENCE,2.9652,G,M
650,650,1300,NATURAL SCIENCE,2.3027,G,M
580,680,1260,ENGINEERING,3.6106,G,M
590,550,1140,LIBERAL ARTS,2.9217,G,F
560,630,1190,NATURAL SCIENCE,3.4859,G,M
580,500,1080,NATURAL SCIENCE,2.4223,G,M
570,630,1200,BUSINESS,3.1276,G,M
640,650,1290,FINE ARTS,3.6826,G,M
650,800,1450,ENGINEERING,3.3059,G,M
610,620,1230,NATURAL SCIENCE,2.8582,G,F
580,580,1160,NATURAL SCIENCE,3.048,G,F
530,700,1230,LIBERAL ARTS,2.8316,G,F
640,500,1140,FINE ARTS,3.1851,G,F
620,680,1300,BUSINESS,2.4594,G,F
670,710,1380,BUSINESS,3.9622,G,F
560,540,1100,NATURAL SCIENCE,3.0168,G,M
580,510,1090,EDUCATION,3.5922,G,M
590,630,1220,ENGINEERING,3.469,G,F
510,490,1000,BUSINESS,2.594,G,M
720,700,1420,LIBERAL ARTS,3.848,G,F
580,640,1220,LIBERAL ARTS,3.6637,G,M
590,690,1280,NATURAL SCIENCE,3.5462,G,F
750,790,1540,LIBERAL ARTS,2.7071,G,M
470,540,1010,LIBERAL ARTS,3.0162,G,F
560,700,1260,LIBERAL ARTS,2.5973,G,F
520,610,1130,LIBERAL ARTS,2.4418,G,F
590,610,1200,BUSINESS,3.3958,G,F
630,620,1250,LIBERAL ARTS,3.8085,G,F
570,560,1130,LIBERAL ARTS,3.6,G,F
470,680,1150,NATURAL SCIENCE,2.9357,G,F
750,740,1490,BUSINESS,3.8301,G,M
470,480,950,NATURAL SCIENCE,2.7114,G,F
620,530,1150,LIBERAL ARTS,3.2288,G,M
620,660,1280,FINE ARTS,3.2272,G,F
600,530,1130,NATURAL SCIENCE,3.5862,G,M
560,480,1040,LIBERAL ARTS,3.2869,G,M
700,710,1410,NATURAL SCIENCE,3.5225,G,F
610,540,1150,LIBERAL ARTS,3.019,G,F
600,520,1120,LIBERAL ARTS,2.9181,G,F
560,520,1080,EDUCATION,3.8421,G,F
580,490,1070,COMMUNICATIONS,3.1592,G,F
700,800,1500,NATURAL SCIENCE,2.7327,G,F
580,600,1180,BUSINESS,2.8545,G,M
460,540,1000,LIBERAL ARTS,3.3333,G,F
630,770,1400,BUSINESS,3.8059,G,F
530,680,1210,ENGINEERING,2.2328,G,F
570,620,1190,NATURAL SCIENCE,3.0833,G,F
550,640,1190,NATURAL SCIENCE,3.3398,G,M
560,700,1260,NATURAL SCIENCE,3.8476,G,M
500,610,1110,NATURAL SCIENCE,3.1048,G,M
670,610,1280,LIBERAL ARTS,3.9343,G,M
430,730,1160,ENGINEERING,2.872,G,F
580,650,1230,BUSINESS,3.8709,G,F
590,570,1160,NATURAL SCIENCE,3.5547,G,M
550,660,1210,BUSINESS,3.7166,G,M
690,800,1490,ENGINEERING,3.8741,G,F
640,480,1120,EDUCATION,2.844,G,M
560,580,1140,NATURAL SCIENCE,3.6372,G,F
520,620,1140,LIBERAL ARTS,3.413,G,M
540,590,1130,BUSINESS,2.9716,G,F
540,660,1200,NATURAL SCIENCE,3.2524,G,M
680,530,1210,EDUCATION,3.0098,G,F
620,540,1160,LIBERAL ARTS,3.3482,G,F
620,740,1360,BUSINESS,3.659,G,M
700,620,1320,ENGINEERING,3.3125,G,M
600,680,1280,ENGINEERING,3.2,G,M
530,570,1100,LIBERAL ARTS,2.7931,G,F
500,570,1070,FINE ARTS,3.1287,G,F
590,700,1290,COMMUNICATIONS,3.2187,G,M
620,650,1270,LIBERAL ARTS,3.5673,G,F
550,680,1230,BUSINESS,3.238,G,F
560,570,1130,LIBERAL ARTS,3.9302,G,M
630,610,1240,BUSINESS,3.1714,G,M
570,540,1110,BUSINESS,3.1782,G,M
640,760,1400,LIBERAL ARTS,3.8739,G,F
570,550,1120,EDUCATION,3.4242,G,F
630,720,1350,ENGINEERING,3.4532,G,M
570,690,1260,ENGINEERING,3.2452,G,M
690,670,1360,BUSINESS,3.8692,G,M
550,490,1040,LIBERAL ARTS,3.2894,G,M
550,580,1130,NATURAL SCIENCE,3.0808,G,F
650,570,1220,BUSINESS,3.2868,G,F
590,670,1260,NATURAL SCIENCE,3.2413,G,F
560,720,1280,BUSINESS,2.8303,G,F
560,700,1260,ENGINEERING,3.2523,G,M
540,650,1190,LIBERAL ARTS,3.5538,G,M
740,590,1330,LIBERAL ARTS,2.6614,G,M
510,670,1180,LIBERAL ARTS,2.2016,G,F
560,610,1170,LIBERAL ARTS,2.3357,G,F
580,660,1240,ENGINEERING,3.3649,G,F
510,630,1140,BUSINESS,3.6442,G,F
610,660,1270,LIBERAL ARTS,3.3645,G,F
800,770,1570,ENGINEERING,4,G,M
520,620,1140,LIBERAL ARTS,3.0099,G,F
610,620,1230,ENGINEERING,3.3394,G,F
580,560,1140,NATURAL SCIENCE,3.6526,G,F
530,700,1230,ENGINEERING,3.0087,G,M
510,600,1110,NATURAL SCIENCE,3.2352,G,F
600,690,1290,BUSINESS,3.4011,G,F
570,520,1090,LIBERAL ARTS,2.4392,G,F
700,580,1280,LIBERAL ARTS,3.3267,G,M
580,630,1210,BUSINESS,3.6336,G,F
570,710,1280,NATURAL SCIENCE,2.9837,G,M
670,520,1190,NATURAL SCIENCE,2.3629,G,M
610,620,1230,NATURAL SCIENCE,2.9361,G,M
540,590,1130,COMMUNICATIONS,2.6465,G,M
760,680,1440,ARCHITECTURE,3.619,G,F
600,590,1190,LIBERAL ARTS,3.0505,G,F
660,680,1340,ENGINEERING,2.5933,G,M
620,560,1180,LIBERAL ARTS,3.504,G,M
610,650,1260,BUSINESS,3.6,G,M
470,630,1100,EDUCATION,3.3203,G,M
710,670,1380,LIBERAL ARTS,3.4883,G,M
630,600,1230,LIBERAL ARTS,3.2197,G,F
640,570,1210,LIBERAL ARTS,3.1467,G,M
700,790,1490,BUSINESS,3.445,G,M
540,560,1100,FINE ARTS,2.9821,G,M
510,490,1000,LIBERAL ARTS,3.3027,G,M
500,540,1040,LIBERAL ARTS,3.0833,G,F
670,630,1300,NATURAL SCIENCE,2.802,G,F
760,790,1550,ENGINEERING,3.6744,G,F
630,690,1320,ENGINEERING,2.6209,G,F
610,590,1200,ENGINEERING,2.9701,G,F
540,470,1010,LIBERAL ARTS,3.0877,G,F
720,790,1510,NATURAL SCIENCE,3.3972,G,M
570,670,1240,LIBERAL ARTS,2.5163,G,F
630,700,1330,ENGINEERING,3.2713,G,F
550,540,1090,LIBERAL ARTS,3.048,G,M
550,540,1090,EDUCATION,3.344,G,F
730,590,1320,LIBERAL ARTS,3.2743,G,F
680,630,1310,LIBERAL ARTS,3.0956,G,F
560,700,1260,LIBERAL ARTS,3.6259,G,F
620,620,1240,NATURAL SCIENCE,2.88,G,M
470,690,1160,LIBERAL ARTS,2.6319,G,F
630,610,1240,BUSINESS,3.2079,G,M
610,590,1200,NATURAL SCIENCE,3.032,G,F
430,470,900,BUSINESS,2.4666,G,M
620,730,1350,ENGINEERING,2.691,G,M
640,650,1290,NATURAL SCIENCE,3.6486,G,M
540,600,1140,FINE ARTS,3.0884,G,F
650,670,1320,NATURAL SCIENCE,3.5963,G,M
540,640,1180,ENGINEERING,3.0275,G,M
580,540,1120,NATURAL SCIENCE,3.2777,G,F
520,670,1190,BUSINESS,3.4818,G,M
710,620,1330,LIBERAL ARTS,3.2293,G,F
520,580,1100,BUSINESS,3.25,G,M
500,740,1240,ENGINEERING,3.3307,G,F
530,480,1010,LIBERAL ARTS,2.5547,G,M
670,590,1260,LIBERAL ARTS,2.4202,G,F
710,700,1410,NATURAL SCIENCE,3.2812,G,F
630,680,1310,BUSINESS,3.3913,G,M
610,650,1260,NATURAL SCIENCE,3.2056,G,F
690,640,1330,LIBERAL ARTS,3.5039,G,M
580,720,1300,NATURAL SCIENCE,3.0792,G,M
750,670,1420,BUSINESS,3.4141,G,F
530,520,1050,NATURAL SCIENCE,2.6492,G,F
630,560,1190,COMMUNICATIONS,3.5952,G,F
550,600,1150,LIBERAL ARTS,2.5714,G,M
620,630,1250,LIBERAL ARTS,3.76,G,F
700,730,1430,BUSINESS,2.448,G,M
710,740,1450,NATURAL SCIENCE,3.9732,G,F
720,650,1370,LIBERAL ARTS,3.2611,G,M
610,660,1270,LIBERAL ARTS,3.2307,G,F
550,670,1220,ENGINEERING,2.7169,G,F
640,520,1160,FINE ARTS,3.1623,G,F
650,650,1300,LIBERAL ARTS,3.2661,G,M
530,580,1110,NATURAL SCIENCE,3.6301,G,F
510,530,1040,BUSINESS,3.1629,G,F
600,730,1330,NATURAL SCIENCE,3.0428,G,M
470,440,910,NATURAL SCIENCE,2.6369,G,M
540,680,1220,NATURAL SCIENCE,2.6086,G,F
450,500,950,NURSING,2.437,G,M
470,460,930,LIBERAL ARTS,3.2352,G,M
570,650,1220,ENGINEERING,2.8613,G,F
630,590,1220,NATURAL SCIENCE,3.3076,G,F
640,720,1360,ENGINEERING,2.7898,G,M
670,720,1390,ENGINEERING,3.5648,G,F
580,700,1280,BUSINESS,3.3846,G,M
580,600,1180,EDUCATION,2.7967,G,M
650,610,1260,NATURAL SCIENCE,3.1481,G,M
630,670,1300,ENGINEERING,2.5815,G,F
640,680,1320,LIBERAL ARTS,3.6981,G,M
550,660,1210,ENGINEERING,2.606,G,F
710,630,1340,LIBERAL ARTS,3.7766,G,M
650,650,1300,NATURAL SCIENCE,3.4519,G,M
530,650,1180,BUSINESS,3.103,G,M
470,470,940,LIBERAL ARTS,2.9818,G,F
680,640,1320,LIBERAL ARTS,2.485,G,F
630,600,1230,LIBERAL ARTS,3.0673,G,M
710,610,1320,LIBERAL ARTS,2.9896,G,M
440,570,1010,LIBERAL ARTS,2.8235,G,F
430,420,850,BUSINESS,2.5892,G,F
580,650,1230,NATURAL SCIENCE,3.1327,G,F
620,560,1180,LIBERAL ARTS,3.8421,G,F
640,650,1290,ARCHITECTURE,3.7651,G,F
730,690,1420,ENGINEERING,3.8114,G,F
540,480,1020,BUSINESS,2.9222,G,M
560,520,1080,COMMUNICATIONS,3.34,G,M
580,590,1170,LIBERAL ARTS,3.3188,G,M
550,730,1280,ENGINEERING,2.5374,G,F
530,540,1070,NATURAL SCIENCE,2.384,G,M
500,590,1090,ENGINEERING,3.0508,G,F
630,620,1250,LIBERAL ARTS,2.1428,G,F
480,530,1010,BUSINESS,3.376,G,F
610,620,1230,NATURAL SCIENCE,3.647,G,F
570,540,1110,EDUCATION,3.2211,G,M
480,510,990,LIBERAL ARTS,1.9767,G,M
530,660,1190,BUSINESS,3.6226,G,F
580,580,1160,NATURAL SCIENCE,2.3561,G,M
580,560,1140,NATURAL SCIENCE,2.8333,G,M
750,770,1520,BUSINESS,3.6291,G,M
530,630,1160,LIBERAL ARTS,2.7,G,M
640,590,1230,LIBERAL ARTS,3.0517,G,M
580,570,1150,COMMUNICATIONS,3.5955,G,M
580,600,1180,NATURAL SCIENCE,3.0961,G,M
490,570,1060,BUSINESS,3.0083,G,M
760,500,1260,LIBERAL ARTS,2.9586,G,M
530,570,1100,LIBERAL ARTS,2.8907,G,F
630,700,1330,NATURAL SCIENCE,3.6439,G,F
720,760,1480,ENGINEERING,2.4814,G,M
660,650,1310,LIBERAL ARTS,3.3009,G,F
640,600,1240,NATURAL SCIENCE,3.7555,G,F
720,690,1410,NATURAL SCIENCE,3.2095,G,F
530,500,1030,LIBERAL ARTS,3.8556,G,F
650,680,1330,BUSINESS,3.9302,G,M
610,530,1140,LIBERAL ARTS,3.7716,G,M
610,610,1220,BUSINESS,3.6893,G,M
770,630,1400,LIBERAL ARTS,3.7857,G,M
700,540,1240,LIBERAL ARTS,2.9062,G,M
710,640,1350,NATURAL SCIENCE,3.1007,G,M
760,640,1400,LIBERAL ARTS,3.4778,G,F
680,650,1330,NURSING,3.2677,G,F
470,530,1000,ENGINEERING,2.4026,G,F
600,630,1230,BUSINESS,3.5473,G,F
590,590,1180,COMMUNICATIONS,3.7984,G,M
680,670,1350,BUSINESS,4,G,M
540,680,1220,LIBERAL ARTS,2.0583,G,M
600,590,1190,NATURAL SCIENCE,2.4962,G,F
400,420,820,NATURAL SCIENCE,2.2617,G,M
540,670,1210,LIBERAL ARTS,2.9326,G,F
760,590,1350,LIBERAL ARTS,2.5728,G,M
670,670,1340,ENGINEERING,2.6578,G,M
580,640,1220,FINE ARTS,3.0378,G,M
680,620,1300,COMMUNICATIONS,3.862,G,M
590,630,1220,LIBERAL ARTS,3.3052,G,M
500,580,1080,LIBERAL ARTS,3.6847,G,F
660,620,1280,BUSINESS,3.9469,G,M
450,490,940,BUSINESS,2.4158,G,M
560,620,1180,LIBERAL ARTS,2.8424,G,M
620,710,1330,BUSINESS,3.3523,G,M
570,550,1120,LIBERAL ARTS,3.9677,G,M
510,540,1050,BUSINESS,2.8253,G,F
530,480,1010,LIBERAL ARTS,2.4881,G,M
610,540,1150,NATURAL SCIENCE,3.4134,G,F
510,630,1140,FINE ARTS,3.3173,G,F
500,640,1140,ENGINEERING,3.8778,G,M
